Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC50015;It has been about a decade since we stacked the upper house with loyal partisans, and though the memory this scandal still remains among the minds of few, the general public has moved on and seemingly forgotten about it.;;;;;;;;;;;;;
EVT50015OPTA;Whew!;;;;;;;;;;;;;
EVTNAME50016;$FROMCOUNTRY$ Has Requested a Grant!;;;;;;;;;;;;;
EVTDESC50016;The $FROMCOUNTRY_ADJ$ nation has requested a sum of money from any nations willing to fund them.;;;;;;;;;;;;;
EVT50016OPTA;Deny Request;;;;;;;;;;;;;
EVT50016OPTB;We Can Afford 50,000;;;;;;;;;;;;;
EVT50016OPTC;We Can Afford 100,000;;;;;;;;;;;;;
EVT50016OPTD;We Can Afford 250,000;;;;;;;;;;;;;
EVT50016OPTE;We Can Afford 500,000;;;;;;;;;;;;;
EVTNAME50017;$FROMCOUNTRY$ Defaults in Defiance of our Military!;;;;;;;;;;;;;
EVTDESC50017;I pledge you, I pledge myself to a new deal for the $FROMCOUNTRY_ADJ$ people. Let us here assembled constitute ourselves prophets of a new order of competence and courage. This is more than a political campaign, it is a call to arms...\n\nA spokesperson of the $COUNTRY_ADJ$ government was quoted saying as the matter of the $FROMCOUNTRY_ADJ$ debt exploded in the press. They went bankrupt again, defying previous treaties and now there's talk of military intervention to make sure we will get paid.;;;;;;;;;;;;;
EVT50017OPTA;We are ready to move from the conference to the battlefield table.;;;;;;;;;;;;;
EVT50017OPTB;Issue an official declaration forgiving their debt.;;;;;;;;;;;;;
EVTNAME50018;$FROMCOUNTRY$ Defaults!;;;;;;;;;;;;;
EVTDESC50018;Any lack of confidence in the economic future of $FROMCOUNTRY$ is foolish, the $FROMCOUNTRY_ADJ$ ruler was quoted as saying, "I do not believe that the power and the duty of the $FROMCOUNTRY_ADJ$ Government ought to be extended to the relief of individual suffering.... The lesson should be constantly enforced that though the people support the Government, the Government should not support the people."\n\nAs the $FROMCOUNTRY_ADJ$ defaults on their debts, the civil servants and the economy are suffering greatly from austerity measures. They owed us some money when they defaulted but since the amount is small, we wouldn't normally take any action. We can choose to act, but not forgiving such a small debt will get some worried and angry reactions from the Great Powers.;;;;;;;;;;;;;
EVT50018OPTA;$FROMCOUNTRY$ better pay their debts from now on.;;;;;;;;;;;;;
EVT50018OPTB;We will have our money back.;;;;;;;;;;;;;
EVT50018OPTC;Issue an official declaration forgiving their debt.;;;;;;;;;;;;;
EVTNAME50019;$FROMCOUNTRY$ Goes Bankrupt!;;;;;;;;;;;;;
EVTDESC50019;Wave after wave of selling again moved down prices on the Stock Exchange today and billions of moji were clipped from values. Traders surged about brokerage offices watching their holdings wiped out.... It was one of the worst breaks in history.... For a time, in the morning, the market was showing signs of rallying power.... Then new waves of selling out of poorly margined accounts started another reaction...\n\n$FROMCOUNTRY$ has gone bankrupt and defaulted on all their debts. We must use our military might if we want to safeguard our investors.;;;;;;;;;;;;;
EVT50019OPTA;The $FROMCOUNTRY_ADJ$ better pay their debts.;;;;;;;;;;;;;
EVTNAME50020;$PROVINCENAME$ Old Naval Base;;;;;;;;;;;;;
EVTDESC50020;A half abandoned leviathan stuck in the coast. That is how locals in $PROVINCENAME$ describe the decrepit facilities of the old naval base that used to be a local asset strategically important for the $COUNTRY_ADJ$ government. In truth, the naval base has been in decline for a long while and the government defaulting is just the rock bottom. Hit with a severe economic recession in $YEAR$, $COUNTRY_ADJ$ politicians in $CAPITAL$ have no money to spend on repairing and maintaining non-essential staff and facilities.;;;;;;;;;;;;;
EVT50020OPTA;A sad state of affairs;;;;;;;;;;;;;
EVTNAME50021;Overgrown Railways in $STATENAME$;;;;;;;;;;;;;
EVTDESC50021;What once was one of the arteries of $COUNTRY_ADJ$ industry, the railway in $PROVINCENAME$ fell into such disrepair that it's path is barely visible and its tracks are unusable. Economic recession has hit $STATENAME$ harshly for the last years and without money from $CAPITAL$ being invested, most of the railways in $STATENAME$ are in such a state that they will need to be rebuilt to become train-worthy again.;;;;;;;;;;;;;
EVT50021OPTA;A sad state of affairs;;;;;;;;;;;;;
EVTNAME50022;Forts Close in $STATENAME$;;;;;;;;;;;;;
EVTDESC50022;If one in $YEAR$ were to look at the state of the $COUNTRY_ADJ$ line of defences in $PROVINCENAME$, what they would see is a multitude of abandoned bases and unmanned fortifications occupied only by squatters. A fortification is something tricky to maintain - not only it needs regular assessment of the integrity of walls and gates, but also a constant supply of new armaments, supplies and tools for repair. If one of these ingredients are missing, the structures become useless and the military corps are powerless to stop decay from setting in. After several years of hardship, what is seen in $STATENAME$ is this picture, a consequence of the disastrous bankruptcy that is crushing $COUNTRY$.;;;;;;;;;;;;;
EVT50022OPTA;A sad state of affairs;;;;;;;;;;;;;
EVTNAME50023;Ancestral Swamp Farming;;;;;;;;;;;;;
EVTDESC50023;Our civilisation is a truly ancient one - for millennia our people have worked on the vast paddies and swamplands that constitute the great Poudwouvas river valley. Thousands of years of careful earthworks, dredging, canal construction, and bank reinforcement have turned our great mangroves and swamplands into carefully cultivated fertile paddies for the harvest of riverseed and Pruub flower. Huge mud and root embankments of dense, drooping mangroves line the cuts and gullies to protect from excessive flooding, and provide channels for the barges and gondolas to gently pass through. The houses of our people lie on elegant stilts, or their mud dwellings rest safely atop vast stones moved centuries ago in forgotten engineering feats. When his majesty the Vopodwou, the celestial emperor, the very lynchpin of the world, looks upon his vast domain in the morning, when the rays of the sun kiss the paddies, he can be sure that his civilisation will be bountiful and enduring for the unending future.;;;;;;;;;;;;;
EVT50023OPTA;The great Vopudshawrish is truly eternal!;;;;;;;;;;;;;
EVTNAME50024;A Peculiar Request;;;;;;;;;;;;;
EVTDESC50024;The foreign secretary maintains, out of necessity, congress with the leading figures of industrial and imperial circles: elegant soirees hosted for the $COUNTRY_ADJ$ Settlement Society, lavish dinners with industrialists, and hundreds of subtle conversations in private dwellings. Now, however, we are informed of a most peculiar request. An adventurous sort of man, an ex-lieutenant, a self-styled explorer who’s spent time in the far east among the locals, who came into a private fortune by either smuggling, trading, or inheritance (the matter remains murky), has seemingly drummed up a lot of enthusiasm about leading a small band of reservists, thugs, and other martial men to take over some godforsaken chiefdom or other in the wild beyond, with which he seems to be somehow sordidly personally entangled, due to his travels. Most pertinently, he’s passed a request to the foreign secretary actually asking for ships and means to achieve this, promising to incorporate these lands into our state.;;;;;;;;;;;;;
EVT50024OPTA;Who is this fool? Get him out of here!;;;;;;;;;;;;;
EVT50024OPTB;We can provide him with funding;;;;;;;;;;;;;
EVT50024OPTC;We can provide him funding and guns;;;;;;;;;;;;;
EVT50024OPTD;We can provide him with the boats, the funding and the guns!;;;;;;;;;;;;;
EVTNAME50025;The Filibuster Succeeds!;;;;;;;;;;;;;
EVTDESC50025;About fourteen months ago, our foreign office and exchequer, for better or for worse, provided a soldier of fortune with means to make himself master of a small undeveloped region beyond our shores. His unkempt soldiers shuffled into their vessels in an unspectacular way, and with little fanfare left our wharfs for distant shores, to scant notice outside of certain circles. Staggeringly, however, we have just received a formal communique from this man who informs us that he and his men have mastered this distant land, and established a small colonial government. He wishes to hand over a government of ‘protectorate’ to the colonial office, in exchange only for a number of handsome concessions on commercial prospects and trading regions, and large parcels of land for himself and his soldiers, as well as a small lifelong stipend from the state. It’s better to have such an ambitious man overseas, anyhow, says the minister of the interior.;;;;;;;;;;;;;
EVT50025OPTA;Hoorah!;;;;;;;;;;;;;
EVTNAME50026;The Filibuster Fails!;;;;;;;;;;;;;
EVTDESC50026;It has now been over fourteen months since we last heard from this adventurer. Rumor has it that he and his men were eaten alive by beast-men in Shobgizob, or vanquished in battle in some cursed desert in Bafozh, or simply destroyed by a great ocean storm before they had even stepped foot on foreign lands. Regardless, it is safe to assume that this adventurer and his men are long dead, our money wasted, and our officials made to look foolish for ever trusting this soldier of fortune.;;;;;;;;;;;;;
EVT50026OPTA;Never again will I trust another fool with an expensive dream!;;;;;;;;;;;;;
EVTNAME50027;The Treacherous Adventurer;;;;;;;;;;;;;
EVTDESC50027;About fourteen months ago, someone, surely sacked now, in the government made the dubious call to provide a roguish and dashing fellow with the substantial means to master a small overseas region for our own colonial aggrandizement. Now, however, we are receiving reports that while this chap did manage to make himself master of this region, he has been decidedly silent in communicating with our government, and is actually styling himself as a local king after intermarrying with local nobility! Him and his thugs have made themselves the effective elites of the region, and have even had the gall to begin encouraging settlements from our mainland! While he has managed to extend the norms of our government across the region, all in all it is a huge embarrassment for the foreign office to have this little tyrant renege on his promises to hand over governance and to continue to live as a prince on our dime!;;;;;;;;;;;;;
EVT50027OPTA;This blackguard and his rogue state must be brought to justice!;;;;;;;;;;;;;
EVTNAME50028;Demand a Colonial Concession!;;;;;;;;;;;;;
EVTDESC50028;The colonial frontier is always a flexible thing - indeed, all frontiers and borderlands are. Porous and shifting, these regions admit the passage of settlers, traders, laborers, ranchers, trappers, and the border itself encourages the mercenary trade, the suttler’s trade, and the development of mixed frontier communities. However, sometimes these territories can ignite into great conflagrations of tension. This is what happened recently at one of our colonial borders - it’s not exactly clear what has happened, but it appears some movement of settlers has provoked a raid of a sort that ended in masacre. Local gazetteers are crying out for blood, and settler violence has already flared up in an alarming way. The local colonial governor is actually recommending sendings soldiers to take over and pacify the bordering region to prevent excesses, establish a new secure frontier, and address all regional security concerns.;;;;;;;;;;;;;
EVT50028OPTA;Their lands will fall under our banner!;;;;;;;;;;;;;
EVT50028OPTB;This is simply not possible at this moment;;;;;;;;;;;;;
EVTNAME50029;Forcefully Establish a Protectorate!;;;;;;;;;;;;;
EVTDESC50029;The colonial frontier is always a flexible thing - indeed, all frontiers and borderlands are. Porous and shifting, these regions admit the passage of settlers, traders, laborers, ranchers, trappers, and the border itself encourages the mercenary trade, the suttler’s trade, and the development of mixed frontier communities. However, sometimes these territories can ignite into great conflagrations of tension. This is what happened recently at one of our colonial borders - it’s not exactly clear what has happened, but it appears some movement of settlers has provoked a raid of a sort that ended in masacre. Local gazetteers are crying out for blood, and settler violence has already flared up in an alarming way. The local colonial governor is actually recommending sendings soldiers to take over and pacify the bordering region to prevent excesses, establish a new secure frontier, and address all regional security concerns.;;;;;;;;;;;;;
EVT50029OPTA;This will make a fine addition to the empire;;;;;;;;;;;;;
EVT50029OPTB;This is simply not possible at this moment;;;;;;;;;;;;;
EVTNAME50030;The Raid on the Mountain;;;;;;;;;;;;;
EVTDESC50030;The progressive sophistication of the state, theories of negotiation with the primitive mind, and increasing access to inhospitable regions due to modern technology has created a great amount of tension over the barren Sithit desert. This largely inhospitable empty region is mainly dominated by Sithit wastlanders and their thralls, vewugist mullahs, and strange desert fauna. Nonetheless, the potential security issues with another power controlling it has brought this issue to the forefront of political debate on our frontier. Happily, however, it seems the situation has resolved itself! The Gashdzii marcher lords of the western reaches have staged what is already being called ‘Gibbalobba’s Raid on the Mountain’: a wild band of Gashdzii soldiers of fortune made their way deep into the center of the desert to the great lone mountain, stormed the primitive Sithit fortress city, and declared themselves Lords. However, facing native resistance, they are seeking state reinforcements to guarantee their power…;;;;;;;;;;;;;
EVT50030OPTA;How convenient. Send an emissary and a detachment of soldiers. ;;;;;;;;;;;;;
EVTNAME50031;Occupation of the Dheduhd;;;;;;;;;;;;;
EVTDESC50031;The Dheduhd region to our north has long been the purview of slavers, political exiles, and religious extremists. While nominally within our 'borders', populated by tribesmen and itinerant bedouins, this region has long been pointless to control besides by mild tributary means and soft religious authority. However, recent innovations in population management and transportation technology has led to the encroachments upon desert regions around the world, and our interior ministry is concerned about security issues in this region should it fall into the hands of foreign powers. They advise the establishment of a frontier garrison to enforce an effective occupation of this region.;;;;;;;;;;;;;
EVT50031OPTA;Arrange these matters promptly, minister.;;;;;;;;;;;;;
EVTNAME50032;Diplomatic Mission under Siege!;;;;;;;;;;;;;
EVTDESC50032;News reaches us from $FROMCOUNTRY$ that the local ruling elites have thrown our ambassador out of the country, and that their troops are laying siege to our embassy with apparent intent to enforce that decision. This affair is developing into an enormous loss of international face, one which can only be avoided through a formal declaration of war against $FROMCOUNTRY$. Sire, how should we respond?;;;;;;;;;;;;;
EVT50032OPTA;To war!;;;;;;;;;;;;;
EVT50032OPTB;Call our Allies and let's make this right!;;;;;;;;;;;;;
EVT50032OPTC;We don't have the resources to waste on this.;;;;;;;;;;;;;
EVTNAME50033;The Arid Shores of Ishahfazh;;;;;;;;;;;;;
EVTDESC50033;The long stretch of coast below the temperate forests of the northern valley has for centuries been borderline impossible to inhabit, let alone govern, by all but the most hardy bedouins and their itinerant councils. Hemmed in by mountains, and a calm, shallow sea, these are some of the driest places on the planet. However, as transportation technology improves, military force advances, and government bureaucracy expands, the management of populations and regions like this becomes more and more feasible. Our predominant influence in the posts on the edge of the desert and dominance of the adjacent sea gives us a decided advantage already in projecting influence. Our interior ministry suggests establishing a number of coastal fortifications and naval outposts in the bays our sailors already frequent, and extending the frontier garrisons into the few oases of the interior. ;;;;;;;;;;;;;
EVT50033OPTA;I like the sound of this, minister.;;;;;;;;;;;;;
EVTNAME50034;$FROMCOUNTRY$ denies the divinity of the Pudwou!;;;;;;;;;;;;;
EVTDESC50034;We are receiving reports from $FROMCOUNTRY$, really no more than a wretched tributary of our empire, that they have suddenly closed the temples to the Vopudwou and have officially removed it from state doctrine that his imperial majesty is the very God of the world! This is heretical doctrine and a horrendous insult to the honor of the master of life and death and the earth and heavens! More galling, even, is that they have elevated some Pruuntish paganism to their new state cult! This act is a blatant challenge to both his majesty's honor and to the legitimacy of our regime. Truly, nothing, nothing in millenia, has brought so much shame to the people of Pruuntia and done such great disrespect to the empire. The people across the land are crying out for their emperor, and the overwhelming consensus is that these traitors must be terribly punished.;;;;;;;;;;;;;
EVT50034OPTA;Death to the snake-worshippers!;;;;;;;;;;;;;
EVT50034OPTB;It would be delusional to pretend we still hold sway there.;;;;;;;;;;;;;
EVTNAME50035;Oil Discovered!;;;;;;;;;;;;; #OIL EVENTS GO TO 50037
EVTDESC50035;Thick, slick, flammable, and above all - valuable. Since the discovery of liquid fuels for locomotives and automotive engines, and the technology to break down hydrocarbons has become more understood, the oil slicks, tar pits, and underground deposits around the world have been of increasing interest for both large firms and prospectors. In fact, a number of our provinces have suddenly become new hot spots for this activity! Whether stumbled across by a hapless mining firm trying to break new land in carbon rich soils, or by a local eccentric plumbing the land, one can see the pumps going up and the barrels slowly beginning to trickle back to our metropolitan hubs for refinement and processing.;;;;;;;;;;;;;
EVT50035OPTA;Excellent!;;;;;;;;;;;;;
EVTNAME50038;Rubber Discovered!;;;;;;;;;;;;; #RUBBER EVENTS GO TO 50039
EVTDESC50038;Gums and natural elastics have always been a useful and curious commodity. However, since the discovery of how to process natural latex and extract it from the rubber tree, there has been a great proliferation of industrial ventures towards the cultivation of this useful substance. A number of provinces in our territory have recently undergone a number of changes in production related to these development: explorers and hired mercenaries have generally invaded and graduated co-opted local populations through violence, coercion, and opportunity, to the erection of large rubber tree plantations, the effective development of which we are now seeing. Huge monoculture forests now sprawl over rolling hills, and the little whitewashed cabins of the overseers hold papers and men direct the latex down the forested paths back to our cities to processed into a thousands forms, as tyres, sealants, clothing, chemical implements, and more.;;;;;;;;;;;;;
EVT50038OPTA;Excellent!;;;;;;;;;;;;;
EVTNAME50040;A Question of Sovereignty;;;;;;;;;;;;;
EVTDESC50040;For a long time we have had paramount influence in a certain primitive nation. Our consuls maintain separate jurisdictions, the legation quarter has its own civilian and military authorities, and our large companies have exclusive monopolies over major commodities and trading districts. Our currency has rapidly taken on the role of a parallel object of exchange, and for all intents and purposes $FROMCOUNTRY$ is a subordinate part of our imperial system. However, with recent changes in the global political arena, there seems to be an annexationist fever amongst rival powers. Swathes of territory are being picked off left and right, and our merchants and missionaries are increasingly worried about $FROMCOUNTRY$ falling into foreign hands. The foreign ministry is currently drafting a proposal to proclaim protectorate over these lands and remove civilian and military authority totally into our hands.;;;;;;;;;;;;;
EVT50040OPTA;It is time for them to accept their new masters.;;;;;;;;;;;;;
EVT50040OPTB;At this moment we cannot, but perhaps in the future.;;;;;;;;;;;;;
EVTNAME50041;The $FROMCOUNTRY_ADJ$ ultimatum;;;;;;;;;;;;;
EVTDESC50041;Our country has recently fallen under the tutelage of a great power. Their functionaries, missionaries, and merchants swarm over our land. Very few citizens have gone unexposed to the tendrils of their power, and much of the civilian government has fallen under their influence. Recently, however, things have taken an alarming turn. Their consul has made a number of proposals about placing us under protectorate, and ‘reorganization’ of our army, financial structure, and proposing new judicial districts for our own courts. This would effectively annihilate any remaining scraps of independence we may have. This is a crucial time for our nation and we must be very careful if we are ready to resist this great power to save our homeland from foreign domination.;;;;;;;;;;;;;
EVT50041OPTA;With great sadness I will lay my crown upon the dirt;;;;;;;;;;;;;
EVT50041OPTB;The streets of $CAPITAL$ will run red with $FROMCOUNTRY_ADJ$ blood!;;;;;;;;;;;;;
EVTNAME50042;$FROMCOUNTRY$ refuses to become a protectorate!;;;;;;;;;;;;;
